Name,Text,Type
275.H-Index-II,"Given an array of integers citations where citations[i] is the number of citations a researcher received for their ith paper and citations is sorted in an ascending order, return compute the researcher's h-index.According to the definition of h-index on Wikipedia: A scientist has an index h if h of their n papers have at least h citations each, and the other n − h papers have no more than h citations each.If there are several possible values for h, the maximum one is taken as the h-index.You must write an algorithm that runs in logarithmic time. Example 1:Example 2: Constraints:",Binary_Search
406.Queue-Reconstruction-by-Height,"You are given an array of people, people, which are the attributes of some people in a queue (not necessarily in order). Each people[i] = [hi, ki] represents the ith person of height hi with exactly ki other people in front who have a height greater than or equal to hi.Reconstruct and return the queue that is represented by the input array people. The returned queue should be formatted as an array queue, where queue[j] = [hj, kj] is the attributes of the jth person in the queue (queue[0] is the person at the front of the queue). Example 1:Example 2: Constraints:",Greedy
731.My-Calendar-II,"You are implementing a program to use as your calendar. We can add a new event if adding the event will not cause a triple booking.A triple booking happens when three events have some non-empty intersection (i.e., some moment is common to all the three events.).The event can be represented as a pair of integers start and end that represents a booking on the half-open interval [start, end), the range of real numbers x such that start <= x < end.Implement the MyCalendarTwo class: Example 1: Constraints:",Greedy
1268.Search-Suggestions-System,EMPTY,Trie
1402.Reducing-Dishes,NOLEETCODE LINK,Greedy
1520.Maximum-Number-of-Non-Overlapping-Substrings,NOLEETCODE LINK,Greedy
1564.Put-Boxes-Into-the-Warehouse-I,NOLEETCODE LINK,Greedy
1665.Minimum-Initial-Energy-to-Finish-Tasks,NOLEETCODE LINK,Greedy
1686.Stone-Game-VI,NOLEETCODE LINK,Greedy
1996.The-Number-of-Weak-Characters-in-the-Game,NOLEETCODE LINK,Greedy
268.Missing-Number,NOLEETCODE LINK,Greedy
287.Find-the-Duplicate-Number,"Given an array of integers nums containing n + 1 integers where each integer is in the range [1, n] inclusive.There is only one repeated number in nums, return this repeated number.You must solve the problem without modifying the array nums and uses only constant extra space. Example 1:Example 2: Constraints: Follow up:",Binary_Search
448.Find-All-Numbers-Disappeared-in-an-Array,"Given an array nums of n integers where nums[i] is in the range [1, n], return an array of all the integers in the range [1, n] that do not appear in nums. Example 1:Example 2: Constraints: Follow up: Could you do it without extra space and in O(n) runtime? You may assume the returned list does not count as extra space.",Greedy
645.Set-Mismatch,"You have a set of integers s, which originally contains all the numbers from 1 to n. Unfortunately, due to some error, one of the numbers in s got duplicated to another number in the set, which results in repetition of one number and loss of another number.You are given an integer array nums representing the data status of this set after the error.Find the number that occurs twice and the number that is missing and return them in the form of an array. Example 1:Example 2: Constraints:",Greedy
921.Minimum-Add-to-Make-Parentheses-Valid,NOLEETCODE LINK,Greedy
1249.Minimum-Remove-to-Make-Valid-Parentheses,NOLEETCODE LINK,Greedy
1541.Minimum-Insertions-to-Balance-a-Parentheses-String,NOLEETCODE LINK,Greedy
1963.minimum-number-of-swaps-to-make-the-string-balanced,NOLEETCODE LINK,Greedy
678.Valid-Parenthesis-String,"Given a string s containing only three types of characters: '(', ')' and '*', return true if s is valid.The following rules define a valid string: Example 1:Example 2:Example 3: Constraints:",Greedy
2116.Check-if-a-Parentheses-String-Can-Be-Valid,NOLEETCODE LINK,Greedy
435.Non-overlapping-Intervals,"Given an array of intervals intervals where intervals[i] = [starti, endi], return the minimum number of intervals you need to remove to make the rest of the intervals non-overlapping. Example 1:Example 2:Example 3: Constraints:",Greedy
646.Maximum-Length-of-Pair-Chain,NOLEETCODE LINK,Greedy
452.Minimum-Number-of-Arrows-to-Burst-Balloons,"There are some spherical balloons taped onto a flat wall that represents the XY-plane. The balloons are represented as a 2D integer array points where points[i] = [xstart, xend] denotes a balloon whose horizontal diameter stretches between xstart and xend. You do not know the exact y-coordinates of the balloons.Arrows can be shot up directly vertically (in the positive y-direction) from different points along the x-axis. A balloon with xstart and xend is burst by an arrow shot at x if xstart <= x <= xend. There is no limit to the number of arrows that can be shot. A shot arrow keeps traveling up infinitely, bursting any balloons in its path.Given the array points, return the minimum number of arrows that must be shot to burst all balloons. Example 1:Example 2:Example 3: Constraints:",Greedy
757.Set-Intersection-Size-At-Least-Two,"An integer interval [a, b] (for integers a < b) is a set of all consecutive integers from a to b, including a and b.Find the minimum size of a set S such that for every integer interval A in intervals, the intersection of S with A has a size of at least two. Example 1:Example 2: Constraints:",Greedy
1024.Video-Stitching,"You are given a series of video clips from a sporting event that lasted time seconds. These video clips can be overlapping with each other and have varying lengths.Each video clip is described by an array clips where clips[i] = [starti, endi] indicates that the ith clip started at starti and ended at endi.We can cut these clips into segments freely.Return the minimum number of clips needed so that we can cut the clips into segments that cover the entire sporting event [0, time]. If the task is impossible, return -1. Example 1:Example 2:Example 3: Constraints:",Greedy
1272.Remove-Interval,NOLEETCODE LINK,Greedy
1288.Remove-Covered-Intervals,NOLEETCODE LINK,Greedy
1326.Minimum-Number-of-Taps-to-Open-to-Water-a-Garden,NOLEETCODE LINK,Greedy
1235.Maximum-Profit-in-Job-Scheduling,EMPTY,Greedy
1751.Maximum-Number-of-Events-That-Can-Be-Attended-II,NOLEETCODE LINK,Greedy
2008.Maximum-Earnings-From-Taxi,NOLEETCODE LINK,Greedy
2054.Two-Best-Non-Overlapping-Events,NOLEETCODE LINK,Greedy
324.Wiggle-Sort-II,"Given an integer array nums, reorder it such that nums[0] < nums[1] > nums[2] < nums[3]....You may assume the input array always has a valid answer. Example 1:Example 2: Constraints: ",Others
667.Beautiful-Arrangement-II,NOLEETCODE LINK,Greedy
932.Beautiful-Array,"An array nums of length n is beautiful if:Given the integer n, return any beautiful array nums of length n. There will be at least one valid answer for the given n. Example 1:Example 2: Constraints:",Greedy
2061.Number-of-Spaces-Cleaning-Robot-Cleaned,NOLEETCODE LINK,Simulation
2069.Walking-Robot-Simulation-II,NOLEETCODE LINK,Simulation
007.Reverse-Integer,"Given a signed 32-bit integer x, return x with its digits reversed. If reversing x causes the value to go outside the signed 32-bit integer range [-231, 231 - 1], then return 0.Assume the environment does not allow you to store 64-bit integers (signed or unsigned). Example 1:Example 2:Example 3: Constraints:",Others
048.Rotate-Image,"You are given an n x n 2D matrix representing an image, rotate the image by 90 degrees (clockwise).You have to rotate the image in-place, which means you have to modify the input 2D matrix directly. DO NOT allocate another 2D matrix and do the rotation. Example 1:Example 2: Constraints:",Others
065.Valid-Number,EMPTY,Others
158.Read-N-Characters-Given-Read4-II-Call-multiple-times,PREMIUMLOCKED,Others
240.Search-a-2D-Matrix-II,Write an efficient algorithm that searches for a target value in an m x n integer matrix. The matrix has the following properties: Example 1:Example 2: Constraints:,Others
277.Find-the-Celebrity,NOLEETCODE LINK,Others
311.Sparse-Matrix-Multiplication,PREMIUMLOCKED,Others
782.Transform-to-Chessboard,"You are given an n x n binary grid board. In each move, you can swap any two rows with each other, or any two columns with each other.Return the minimum number of moves to transform the board into a chessboard board. If the task is impossible, return -1.A chessboard board is a board where no 0's and no 1's are 4-directionally adjacent. Example 1:Example 2:Example 3: Constraints:",Others
466.Count-The-Repetitions,"We define str = [s, n] as the string str which consists of the string s concatenated n times.We define that string s1 can be obtained from string s2 if we can remove some characters from s2 such that it becomes s1.You are given two strings s1 and s2 and two integers n1 and n2. You have the two strings str1 = [s1, n1] and str2 = [s2, n2].Return the maximum integer m such that str = [str2, m] can be obtained from str1. Example 1:Example 2: Constraints:",Others
810.Chalkboard-XOR-Game,"You are given an array of integers nums represents the numbers written on a chalkboard.Alice and Bob take turns erasing exactly one number from the chalkboard, with Alice starting first. If erasing a number causes the bitwise XOR of all the elements of the chalkboard to become 0, then that player loses. The bitwise XOR of one element is that element itself, and the bitwise XOR of no elements is 0.Also, if any player starts their turn with the bitwise XOR of all the elements of the chalkboard equal to 0, then that player wins.Return true if and only if Alice wins the game, assuming both players play optimally. Example 1:Example 2:Example 3: Constraints:",Others
